symbol,revenue,net_profit,debt,cash_flow,roe,roce,quarter,ingestion_time
LOTUSDEV,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446338
LOTUSEYE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446340
LOVABLE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446342
LPDC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446344
LT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446346
LTF,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446349
LTFOODS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446351
LTIM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446353
LTTS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446355
LUMAXIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446358
LUMAXTECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446360
LUPIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446362
LUXIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446364
LXCHEM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446367
LYKALABS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446369
LYPSAGEMS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446371
M&M,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446373
M&MFIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446376
MACPOWER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446378
MADHAV,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446380
MADHUCON,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446382
MADRASFERT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446384
MAGADSUGAR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446386
MAGNUM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446389
MAHABANK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446391
MAHAPEXLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446393
MAHEPC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446395
MAHESHWARI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446397
MAHLIFE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446399
MAHLOG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446402
MAHSCOOTER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446425
MAHSEAMLES,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446428
MAITHANALL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446430
MALLCOM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446432
MALUPAPER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446434
MAMATA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446436
MANAKCOAT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446438
MANAKSIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446440
MANAKSTEEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446443
MANALIPETC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446445
MANAPPURAM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446447
MANBA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446449
MANCREDIT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446451
MANGLMCEM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446453
MANINDS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446455
MANINFRA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446457
MANKIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446460
MANORAMA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446462
MANORG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446464
MANUGRAPH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446466
MANYAVAR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446468
MAPMYINDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446470
MARALOVER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446473
MARATHON,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446475
MARICO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446477
MARINE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446479
MARKOLINES,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446481
MARKSANS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446483
MARUTI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446485
MASFIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446487
MASKINVEST,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446489
MASTEK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446491
MASTERTR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446494
MATRIMONY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446496
MAWANASUG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446498
MAXESTATES,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446500
MAXHEALTH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446503
MAXIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446505
MAYURUNIQ,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446507
MAZDA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446509
MAZDOCK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446511
MBAPL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446513
MBEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446515
MBLINFRA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446517
MCLEODRUSS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446519
MCLOUD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446522
MCX,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446524
MEDANTA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446526
MEDIASSIST,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446529
MEDICAMEQ,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446531
MEDICO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446534
MEDPLUS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446536
MEESHO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446539
MEIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446541
MENONBE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446543
METROBRAND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446546
METROPOLIS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446548
MFML,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446550
MFSL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446553
MGEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446555
MGL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446558
MHLXMIRU,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446561
MHRIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446569
MICEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446571
MIDHANI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446574
MIDWESTLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446576
MINDACORP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446578
MINDTECK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446584
MIRCELECTR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446586
MIRZAINT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446588
MITCON,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446590
MITTAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446592
MKPL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446594
MMFL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446597
MMP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446599
MMTC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446601
MOBIKWIK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446604
MODINATUR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446606
MODIRUBBER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446609
MODIS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446611
MODISONLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446614
MODTHREAD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446619
MOHITIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446621
MOIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446623
MOKSH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446626
MOL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446628
MOLDTECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446630
MOLDTKPAC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446632
MONARCH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446634
MONEYBOXX,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446637
MONTECARLO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446640
MOREPENLAB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446642
MOSCHIP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446645
MOTHERSON,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446647
MOTILALOFS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446650
MOTISONS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446652
MOTOGENFIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446655
MPHASIS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446657
MPSLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446660
MRF,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446662
MRPL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446665
MSPL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446670
MSTCLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446672
MSUMI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446674
MTARTECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446676
MTNL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446678
MUFIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446680
MUFTI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446682
MUKANDLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446684
MUKKA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446686
MUKTAARTS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446689
MUNJALAU,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446691
MUNJALSHOW,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446693
MURUDCERA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446695
MUTHOOTCAP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446697
MUTHOOTFIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446700
MUTHOOTMF,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446703
MVGJL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446705
MWL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446708
NACLIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446710
NAGAFERT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446715
NAGREEKCAP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446718
NAGREEKEXP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446721
NAHARCAP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446724
NAHARINDUS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446727
NAHARPOLY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446729
NAHARSPING,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446731
NAM-INDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446737
NARMADA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446739
NATCAPSUQ,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446742
NATCOPHARM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446744
NATHBIOGEN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446746
NATIONALUM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446748
NAUKRI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446750
NAVA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446752
NAVINFLUOR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446755
NAVKARCORP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446757
NAVNETEDUL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446760
NAZARA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446762
NBCC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446765
NBIFIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446770
NCC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446772
NCLIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446774
NDGL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446777
NDL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446780
NDLVENTURE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446782
NDRAUTO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446784
NDTV,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446787
NECCLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446789
NELCAST,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446791
NELCO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446793
NEOGEN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446798
NEPHROPLUS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446800
NESCO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446802
NESTLEIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446805
NETWEB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446807
NETWORK18,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446810
NEULANDLAB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446812
NEWGEN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446815
NEXTMEDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446820
NFL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446823
NGIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446825
NGLFINE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446827
NH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446830
NHPC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446832
NIACL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446834
NIBE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446836
NIBL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446838
NIITLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446841
NIITMTS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446843
NILAINFRA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446846
NILASPACES,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446848
NILKAMAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446851
NINSYS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446853
NIPPOBATRY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446856
NIRAJ,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446858
NITCO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446861
NITINSPIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446863
NITIRAJ,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446866
NIVABUPA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446871
NKIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446873
NLCINDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446876
NMDC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446878
NOCIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446880
NOIDATOLL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446882
NORTHARC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446884
NOVAAGRI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446886
NPST,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446888
NRAIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446891
NRBBEARING,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446893
NRL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446897
NSIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446899
NSLNISP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446901
NTPC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446904
NTPCGREEN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446907
NUCLEUS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446909
NURECA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446911
NUVAMA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446914
NUVOCO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446919
NYKAA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446921
OAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446924
OBCL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446926
OBEROIRLTY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446929
OCCLLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446932
ODIGMA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446934
OFSS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446936
OIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446939
OILCOUNTUB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446941
OLAELEC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446944
OLECTRA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446946
OMAXAUTO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446948
OMAXE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446951
OMFREIGHT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446953
OMINFRAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446955
ONEPOINT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446957
ONESOURCE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446959
ONGC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446961
ONMOBILE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446964
ONWARDTEC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446972
OPTIEMUS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446975
ORBTEXP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446977
ORCHASP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446979
ORCHPHARMA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446981
ORIENTALTL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446984
ORIENTBELL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446986
ORIENTCEM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446989
ORIENTCER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446991
ORIENTELEC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446993
ORIENTHOT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446996
ORIENTLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446998
ORIENTPPR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447000
ORIENTTECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447002
ORISSAMINE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447005
ORKLAINDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447008
OSIAHYPER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447010
OSWALAGRO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447013
OSWALGREEN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447017
OSWALPUMPS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447022
OSWALSEEDS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447025
PACEDIGITK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447027
PAGEIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447029
PAISALO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447031
PAKKA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447033
PALASHSECU,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447035
PALREDTEC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447037
PANACEABIO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447039
PANACHE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447041
PANAMAPET,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447043
PAR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447045
PARACABLES,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447047
PARADEEP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447049
PARAGMILK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447052
PARAS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447054
PARKHOSPS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447056
PARKHOTELS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447062
PARSVNATH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447064
PASHUPATI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447066
PASUPTAC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447071
PATANJALI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447073
PATELENG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447076
PATELRMART,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447078
PATINTLOG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447080
PAUSHAKLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447082
PAVNAIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447084
PAYTM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447087
PCBL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447089
PCJEWELLER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447091
PDMJEPAPER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447093
PDSL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447095
PEARLPOLY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447097
PENIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447099
PENINLAND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447101
PERSISTENT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447103
PETRONET,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447105
PFC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447107
PFIZER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447109
PFOCUS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447114
PFS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447116
PGEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447118
PGHH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447120
PGHL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447122
PGIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447124
PHOENIXLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447126
PICCADIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447129
PIDILITIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447131
PIGL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447133
PIIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447135
PILANIINVS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447137
PILITA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447139
PINELABS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447141
PIONEEREMB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447143
PIRAMALFIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447145
PITTIENG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447148
PIXTRANS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447150
PKTEA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447153
PLASTIBLEN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447156
PLATIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447160
PLAZACABLE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447163
PNB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447165
PNBGILTS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447167
PNBHOUSING,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447169
PNC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447171
PNCINFRA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447173
PNGJL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447175
POCL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447177
PODDARMENT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447179
POKARNA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447182
POLICYBZR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447184
POLYCAB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447186
POLYMED,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447188
POLYPLEX,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447191
PONNIERODE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447193
POONAWALLA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447195
POWERGRID,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447197
POWERINDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447198
POWERMECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447203
PPAP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447205
PPL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447207
PPLPHARMA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447212
PRABHA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447213
PRAENG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447216
PRAJIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447220
PRAKASH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447222
PRAXIS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447224
PRECAM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447227
PRECWIRE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447229
PREMEXPLN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447231
PREMIERENE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447264
PREMIERPOL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447266
PRESTIGE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447268
PRICOLLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447270
PRIMESECU,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447272
PRIMO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447275
PRINCEPIPE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447277
PRITI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.447279
